发展	FA_T1 ZHAN_T3
悬雍垂	XUAN_T2 YONG_T1 CHUI_T2
筋骨疼痛	JIN_T1 GU_T3 TENG_T2 TONG_T4
四足动物	SI_T4 ZU_T2 DONG_T4 WU_T4
急性膀胱炎	JI_T2 XING_T4 PANG_T2 GUANG_T1 YAN_T2
离散程度	
宫腔镜检查	
针刺麻醉	ZHEN_T1 CI_T4 MA_T2 ZUI_T4
肺主皮毛	FEI_T4 ZHU_T3 PI_T2 MAO_T2
张锡纯	ZHANG_T1 XI_T1 CHUN_T2
转移性腺癌	
胃切除术	WEI_T4 QIE_T4 CHU_T2 SHU_T4
振颤	ZHEN_T4 CHAN_T4
阿普唑仑片	
粪石	FEN_T4 SHI_T2
足太阴脾经	ZU_T2 TAI_T4 YIN_T1 PI_T2 JING_T1
火器伤	HUO_T3 QI_T4 SHANG_T1
口服溶液剂	
情景记忆	
生物等效性	
脾主运化	
千年健	QIAN_T1 NIAN_T2 JIAN_T4
选择指数	
伤食	SHANG_T1 SHI_T2
毛泽东思想概论	
脓毒性休克	
单硬脂酸甘油酯	DAN_T1 YING_T4 ZHI_T1 SUAN_T1 GAN_T1 YOU_T2 ZHI_T3
胃肠减压	WEI_T4 CHANG_T2 JIAN_T3 YA_T1
介壳虫	JIE_T4 KE_T2 CHONG_T2
八华	
挫裂创	
类毒素	LEI_T4 DU_T2 SU_T4
定向力	DING_T4 XIANG_T4 LI_T4
动脉血压	DONG_T4 MAI_T4 XUE_T4 YA_T1
北野政次	BEI_T3 YE_T3 ZHENG_T4 CI_T4
肉毒中毒	
根纤维	
肺叶切除术	
神经生理学	
室上性心动过速	
躯体形式障碍	QU_T1 TI_T3 XING_T2 SHI_T4 ZHANG_T4 AI_T4
带脉	DAI_T4 MAI_T4
过期妊娠	GUO_T4 QI_T1 REN_T4 SHEN_T1
十宣	SHI_T2 XUAN_T1
特布他林	TE_T4 BU_T4 TA_T1 LIN_T2
食欲亢进	SHI_T2 YU_T4 KANG_T4 JIN_T4
固沙植物	
神堂	SHEN_T2 TANG_T2
皮内注射	PI_T2 NEI_T4 ZHU_T4 SHE_T4
黑色素痣	HEI_T1 SE_T4 SU_T4 ZHI_T4
沈自尹	SHEN_T3 ZI_T4 YIN_T3
丘疱疹	QIU_T1 PAO_T4 ZHEN_T3
鼓音	GU_T3 YIN_T1
甲氨蝶呤	JIA_T3 AN_T1 DIE_T2 LING_T4
十全大补汤	
银翘解毒丸	YIN_T2 QIAO_T4 JIE_T3 DU_T2 WAN_T2
神经纤维瘤病	SHEN_T2 JING_T1 XIAN_T1 WEI_T2 LIU_T2 BING_T4
氨基酸注射液	AN_T1 JI_T1 SUAN_T1 ZHU_T4 SHE_T4 YE_T4
中性皮肤	ZHONG_T1 XING_T4 PI_T2 FU_T1
旋毛虫病	XUAN_T2 MAO_T2 CHONG_T2 BING_T4
天麻胶囊	
花生四烯酸	HUA_T1 SHENG_T1 SI_T4 XI_T1 SUAN_T1
氨曲南	AN_T1 QU_T3 NAN_T2
络脉	LUO_T4 MAI_T4
灰阶	HUI_T1 JIE_T1
山豆根	SHAN_T1 DOU_T4 GEN_T1
抗精子抗体	
中药药理学	ZHONG_T1 YAO_T4 YAO_T4 LI_T3 XUE_T2
睑板	JIAN_T2 BAN_T3
动物解剖	
叩诊	KOU_T4 ZHEN_T3
心瓣膜病	XIN_T1 BAN_T4 MO_T2 BING_T4
动静脉瘘	DONG_T4 JING_T4 MAI_T4 LOU_T4
利巴韦林注射液	LI_T4 BA_T1 WEI_T2 LIN_T2 ZHU_T4 SHE_T4 YE_T4
山莨菪碱	SHAN_T1 LANG_T4 DANG_T4 JIAN_T3
暴牙	BAO_T4 YA_T2
缝隙连接	
肾细胞癌	SHEN_T4 XI_T4 BAO_T1 AI_T2
妇科千金片	FU_T4 KE_T1 QIAN_T1 JIN_T1 PIAN_T4
氨苄西林	AN_T1 BIAN_T4 XI_T1 LIN_T2
晚孕	WAN_T3 YUN_T4
粗死亡率	
头发移植	TOU_T2 FA_T4 YI_T2 ZHI_T2
钩端螺旋体	
尿囊素	NIAO_T4 NANG_T2 SU_T4
特发性震颤	TE_T4 FA_T1 XING_T4 ZHEN_T4 CHAN_T4
抗利尿激素	
阴道成形术	
电渗析	DIAN_T4 SHEN_T4 XI_T1
大补丸	DA_T4 BU_T3 WAN_T2
竹茹	ZHU_T2 RU_T2
斑状	BAN_T1 ZHUANG_T4
视网膜色素	SHI_T4 WANG_T3 MO_T2 SE_T4 SU_T4
养阴清肺	YANG_T3 YIN_T1 QING_T1 FEI_T4
蚊不叮	WEN_T2 BU_T4 DING_T1
头孢噻肟	TOU_T2 BAO_T1 SAI_T1 WO_T4
营养细胞	
组织工程学	
磷酸奥司他韦胶囊	
肾动脉狭窄	SHEN_T4 DONG_T4 MAI_T4 XIA_T2 ZHAI_T3
性别决定	XING_T4 BIE_T2 JUE_T2 DING_T4
白豆蔻	BAI_T2 DOU_T4 KOU_T4
血脂灵胶囊	
通宣理肺丸	TONG_T1 XUAN_T1 LI_T3 FEI_T4 WAN_T2
轴突	ZHOU_T2 TU_T1
眼睑痉挛	YAN_T2 JIAN_T3 JING_T4 LUAN_T2
骨基质	
手消毒剂	
左炔诺孕酮片	ZUO_T3 QUE_T1 NUO_T4 YUN_T4 TONG_T2 PIAN_T4
周围血管疾病	
栖所	QI_T1 SUO_T3
石榴子	SHI_T2 LIU_T2 ZI_T3
中医针灸疗法	
急性弥漫性腹膜炎	
四磨汤	SI_T4 MO_T2 TANG_T1
苯乙双胍	BEN_T3 YI_T3 SHUANG_T1 GUA_T1
根瘤菌	GEN_T1 LIU_T2 JUN_T1
小蓟	XIAO_T3 JI_T4
斑片	BAN_T1 PIAN_T4
擦剂	CA_T1 JI_T4
除皱术	
人工皮	REN_T2 GONG_T1 PI_T2
肌苷	JI_T1 GAN_T1
根瘤	GEN_T1 LIU_T2
渡船街	DU_T4 CHUAN_T2 JIE_T1
常润茶	CHANG_T2 RUN_T4 CHA_T2
胸膜间皮瘤	XIONG_T1 MO_T2 JIAN_T1 PI_T2 LIU_T2
氟骨病	FU_T2 GU_T3 BING_T4
流感裂解疫苗	
曹洪欣	CAO_T2 HONG_T2 XIN_T1
华佗再造丸	HUA_T4 TUO_T2 ZAI_T4 ZAO_T4 WAN_T2
脐膨出	QI_T2 PENG_T2 CHU_T1
输卵管结扎术	
热淋	RE_T4 LIN_T2
免疫诊断	MIAN_T3 YI_T4 ZHEN_T3 DUAN_T4
柿蒂	SHI_T4 DI_T4
致畸物	ZHI_T4 JI_T1 WU_T4
骨密度测定	
风府穴	
突变率	
羟脯氨酸	
疝修补术	SHAN_T4 XIU_T1 BU_T3 SHU_T4
非那雄胺	FEI_T1 NA_T4 XIONG_T2 AN_T1
植被带	ZHI_T2 BEI_T4 DAI_T4
苯甲醛	BEN_T2 JIA_T3 QUAN_T2
髓内钉	SUI_T3 NEI_T4 DING_T1
大山楂丸	DA_T4 SHAN_T1 ZHA_T1 WAN_T2
人工股骨头置换术	
金属陶瓷	JIN_T1 SHU_T3 TAO_T2 CI_T2
肋间隙	LEI_T4 JIAN_T4 XI_T4
实时成像	
有机锡	
头孢唑林	TOU_T2 BAO_T1 ZUO_T4 LIN_T2
食管狭窄	SHI_T2 GUAN_T3 XIA_T2 ZHAI_T3
淋巴管瘤	LIN_T2 BA_T1 GUAN_T3 LIU_T2
髓质	SUI_T3 ZHI_T4
银黄	YIN_T2 HUANG_T2
凝集素	NING_T2 JI_T2 SU_T4
西方文明史	XI_T1 FANG_T1 WEN_T2 MING_T2 SHI_T3
关节强直	
甲型肝炎灭活疫苗	
情绪记忆	
生牡蛎	SHENG_T1 MU_T3 LI_T4
痞满	PI_T2 MAN_T3
闭合性脑损伤	
基础生命支持	
视觉中枢	
假两性畸形	
痰热清	TAN_T2 RE_T4 QING_T1
马勃	MA_T3 BO_T2
复方氨酚烷胺胶囊	FU_T4 FANG_T1 AN_T1 FEN_T1 WAN_T2 AN_T1 JIAO_T1 NANG_T2
肾切除术	
慢性淋巴细胞白血病	MAN_T4 XING_T4 LIN_T2 BA_T1 XI_T4 BAO_T1 BAI_T2 XUE_T4 BING_T4
混悬剂	HUN_T4 XUAN_T2 JI_T4
肿瘤进展	ZHONG_T3 LIU_T2 JIN_T4 ZHAN_T3
血窦	XUE_T4 DOU_T4
淋巴管炎	LIN_T2 BA_T1 GUAN_T3 YAN_T2
四肢瘫	
注射用头孢曲松钠	ZHU_T4 SHE_T4 YONG_T4 TOU_T2 BAO_T1 QU_T3 SONG_T1 NA_T4
阴道冲洗	YIN_T1 DAO_T4 CHONG_T1 XI_T3
肾盏	SHEN_T4 ZHAN_T3
腰椎结核	YAO_T1 ZHUI_T1 JIE_T2 HE_T2
山柰	SHAN_T1 NAI_T4
脓毒败血症	NONG_T2 DU_T2 BAI_T4 XUE_T4 ZHENG_T4
人绒毛膜促性腺激素	REN_T2 RONG_T2 MAO_T2 MO_T2 CU_T4 XING_T4 XIAN_T4 JI_T1 SU_T4
补体	BU_T2 TI_T3
胶浆	JIAO_T1 JIANG_T1
多糖疫苗	DUO_T1 TANG_T2 YI_T4 MIAO_T2
带下病	DAI_T4 XIA_T4 BING_T4
选择压力	
食管裂孔疝	SHI_T2 GUAN_T3 LIE_T4 KONG_T3 SHAN_T4
卫生信息管理	
川芎嗪	CHUAN_T1 XIONG_T1 QIN_T2
蒽醌	EN_T1 KUN_T1
甜菜碱	TIAN_T2 CAI_T4 JIAN_T3
启动子	QI_T3 DONG_T4 ZI_T3
无菌水	
心理学基础	XIN_T1 LI_T3 XUE_T2 JI_T1 CHU_T3
肺炎支原体	
介入放射学	JIE_T4 RU_T4 FANG_T4 SHE_T4 XUE_T2
分类群	
血管紧张素转化酶	
妊娠水肿	REN_T4 SHEN_T1 SHUI_T2 ZHONG_T3
地仓	DI_T4 CANG_T1
肩关节脱位	JIAN_T1 GUAN_T1 JIE_T2 TUO_T1 WEI_T4
流行性脑炎	
拜新同	BAI_T4 XIN_T1 TONG_T2
葡萄糖酸锌	PU_T2 TAO_T2 TANG_T2 SUAN_T1 XIN_T1
心脏肿瘤	XIN_T1 ZANG_T4 ZHONG_T3 LIU_T2
憩室	QI_T4 SHI_T4
炎琥宁	YAN_T2 HU_T3 NING_T2
高血压危象	GAO_T1 XUE_T4 YA_T1 WEI_T1 XIANG_T4
头皮瘙痒	
利脑心片	
词汇学	CI_T2 HUI_T4 XUE_T2
丝氨酸	SI_T1 AN_T1 SUAN_T1
消费者行为研究	
红皮病	HONG_T2 PI_T2 BING_T4
至阴	ZHI_T4 YIN_T1
软骨肉瘤	RUAN_T2 GU_T3 ROU_T4 LIU_T2
转换区	
湿疣	SHI_T1 YOU_T2
二倍体	ER_T4 BEI_T4 TI_T3
胡连	HU_T2 LIAN_T2
腓总神经	FEI_T2 ZONG_T3 SHEN_T2 JING_T1
葶苈子	TING_T2 LI_T4 ZI_T3
传导性耳聋	CHUAN_T2 DAO_T3 XING_T4 ER_T3 LONG_T2
圆球体	
甘松	GAN_T1 SONG_T1
灭菌剂	
氨咖黄敏胶囊	
乙肝表面抗体	
肩井	JIAN_T1 JING_T3
步态分析	
脑颅骨	NAO_T3 LU_T2 GU_T3
川楝子	CHUAN_T1 LIAN_T4 ZI_T3
乙型肝炎人免疫球蛋白	
神经营养因子	
曲池穴	QU_T1 CHI_T2 XUE_T2
陈永兴	CHEN_T2 YONG_T3 XING_T1
布渣叶	BU_T4 ZHA_T1 YE_T4
治病求本	
亚甲蓝	YA_T4 JIA_T3 LAN_T2
放射性损伤	
精蛋白	JING_T1 DAN_T4 BAI_T2
地方性砷中毒	
甲氧西林	JIA_T2 YANG_T3 XI_T1 LIN_T2
泽田	ZE_T2 TIAN_T2
甘麦大枣汤	GAN_T1 MAI_T4 DA_T4 ZAO_T3 TANG_T1
联苯	LIAN_T2 BEN_T3
早秃	ZAO_T3 TU_T1
肺实变	FEI_T4 SHI_T2 BIAN_T4
针刺疗法	
喷砂机	PEN_T1 SHA_T1 JI_T1
苯磺酸氨氯地平片	BEN_T3 HUANG_T2 SUAN_T1 AN_T1 LV_T4 DI_T4 PING_T2 PIAN_T4
有丝分裂	
千里光	QIAN_T1 LI_T3 GUANG_T1
爬行者	PA_T2 XING_T2 ZHE_T3
慢性胃溃疡	
诱变剂	YOU_T4 BIAN_T4 JI_T4
立体定向手术	
全口义齿	QUAN_T2 KOU_T3 YI_T4 CHI_T3
桑菊饮	SANG_T1 JU_T2 YIN_T3
美学基础	MEI_T3 XUE_T2 JI_T1 CHU_T3
光敏性皮炎	GUANG_T1 MIN_T3 XING_T4 PI_T2 YAN_T2
窦性心动过缓	
冬凌草	DONG_T1 LING_T2 CAO_T3
醛固酮	QUAN_T2 GU_T4 TONG_T2
糖适平	TANG_T2 SHI_T4 PING_T2
口服轮状病毒活疫苗	KOU_T3 FU_T2 LUN_T2 ZHUANG_T4 BING_T4 DU_T2 HUO_T2 YI_T4 MIAO_T2
鞭毛	BIAN_T1 MAO_T2
复方板蓝根颗粒	FU_T4 FANG_T1 BAN_T3 LAN_T2 GEN_T1 KE_T1 LI_T4
心脏损伤	
冠突	
线粒体遗传	
感冒颗粒	GAN_T3 MAO_T4 KE_T1 LI_T4
中医诊断学	ZHONG_T1 YI_T1 ZHEN_T3 DUAN_T4 XUE_T2
肝胆湿热	GAN_T1 DAN_T3 SHI_T1 RE_T4
组织转化	
分流术	FEN_T1 LIU_T2 SHU_T4
性转换	XING_T4 ZHUAN_T3 HUAN_T4
荔枝核	LI_T4 ZHI_T1 HE_T2
蓝芩口服液	LAN_T2 QIN_T2 KOU_T3 FU_T2 YE_T4
急性肾盂肾炎	JI_T2 XING_T4 SHEN_T4 YU_T2 SHEN_T4 YAN_T2
俞穴	SHU_T4 XUE_T2
朱丹溪	ZHU_T1 DAN_T1 XI_T1
外关	WAI_T4 GUAN_T1
颈外静脉	JING_T3 WAI_T4 JING_T4 MAI_T4
免疫血清	
切口疝	QIE_T1 KOU_T3 SHAN_T4
鱼胆中毒	
药物洗脱支架	
盐酸氯丙那林	
近侧	JIN_T4 CE_T4
良姜	LIANG_T2 JIANG_T1
款冬花	KUAN_T3 DONG_T1 HUA_T1
瘢痕疙瘩	BAN_T1 HEN_T2 GE_T1 DA_T1
听小骨	TING_T1 XIAO_T2 GU_T3
创伤性窒息	
结肠黑变病	JIE_T2 CHANG_T2 HEI_T1 BIAN_T4 BING_T4
幻肢痛	HUAN_T4 ZHI_T1 TONG_T4
腱鞘囊肿	JIAN_T4 QIAO_T4 NANG_T2 ZHONG_T3
妇炎洁	FU_T4 YAN_T2 JIE_T2
缺氧症	
肾盂癌	SHEN_T4 YU_T2 AI_T2
璇玑	XUAN_T2 JI_T1
尺动脉	
益气安神	
地西泮片	DI_T4 XI_T1 PAN_T4 PIAN_T4
正红花油	ZHENG_T4 HONG_T2 HUA_T1 YOU_T2
慢性化脓性中耳炎	MAN_T4 XING_T4 HUA_T4 NONG_T2 XING_T4 ZHONG_T1 ER_T3 YAN_T2
格列吡嗪	GE_T2 LIE_T4 BI_T3 QIN_T2
胃酸缺乏	WEI_T4 SUAN_T1 QUE_T1 FA_T2
西洋参胶囊	XI_T1 YANG_T2 SHEN_T1 JIAO_T1 NANG_T2
肠扭转	CHANG_T2 NIU_T2 ZHUAN_T3
寒冷性荨麻疹	HAN_T2 LENG_T3 XING_T4 XUN_T2 MA_T2 ZHEN_T3
抗眼镜蛇毒血清	
别嘌醇片	BIE_T2 PIAO_T4 CHUN_T2 PIAN_T4
大腹皮	DA_T4 FU_T4 PI_T2
胰岛细胞瘤	YI_T2 DAO_T3 XI_T4 BAO_T1 LIU_T2
工业微生物	
偏盲	PIAN_T1 MANG_T2
潘生丁	PAN_T1 SHENG_T1 DING_T1
单胺氧化酶	
心主血脉	
制动试验	ZHI_T4 DONG_T4 SHI_T4 YAN_T4
温度系数	WEN_T1 DU_T4 XI_T4 SHU_T4
胆源性胰腺炎	DAN_T3 YUAN_T2 XING_T4 YI_T2 XIAN_T4 YAN_T2
术后镇痛	SHU_T4 HOU_T4 ZHEN_T4 TONG_T4
瓣膜性心脏病	
疝内容物	SHAN_T4 NEI_T4 RONG_T2 WU_T4
蛋白酶抑制剂	DAN_T4 BAI_T2 MEI_T2 YI_T4 ZHI_T4 JI_T4
气血失调	
葡萄球菌感染	PU_T2 TAO_T2 QIU_T2 JUN_T1 GAN_T2 RAN_T3
比活度	
松质骨	
佛焰苞	
硼酸溶液	PENG_T2 SUAN_T1 RONG_T2 YE_T4
扁豆花	BIAN_T3 DOU_T4 HUA_T1
足骨	ZU_T2 GU_T3
丙氧匹林片	
大结节	DA_T4 JIE_T2 JIE_T2
中毒性痢疾	
七厘散	QI_T1 LI_T2 SAN_T3
柴胡注射液	CHAI_T2 HU_T2 ZHU_T4 SHE_T4 YE_T4
半数致死量	
听觉中枢	
甲状腺恶性肿瘤	
惊恐障碍	JING_T1 KONG_T3 ZHANG_T4 AI_T4
太太口服液	TAI_T4 TAI_T4 KOU_T3 FU_T2 YE_T4
肾盂积水	SHEN_T4 YU_T2 JI_T1 SHUI_T3
消炎片	XIAO_T1 YAN_T2 PIAN_T4
念珠菌感染	
偏执型人格障碍	PIAN_T1 ZHI_T2 XING_T2 REN_T2 GE_T2 ZHANG_T4 AI_T4
支气管肺发育不良	
拔毛癖	BA_T2 MAO_T2 PI_T3
临床麻醉	
丝虫	SI_T1 CHONG_T2
收敛剂	SHOU_T1 LIAN_T3 JI_T4
双氯芬酸钠	SHUANG_T1 LV_T4 FEN_T1 SUAN_T1 NA_T4
疝囊	SHAN_T4 NANG_T2
多巴胺受体	
参松养心胶囊	SHEN_T1 SONG_T1 YANG_T3 XIN_T1 JIAO_T1 NANG_T2
阿米三嗪萝巴新片	
洗必泰	XI_T3 BI_T4 TAI_T4
血疱	XIE_T3 PAO_T4
椎动脉型颈椎病	ZHUI_T1 DONG_T4 MAI_T4 XING_T2 JING_T3 ZHUI_T1 BING_T4
回盲部	HUI_T2 MANG_T2 BU_T4
四君子汤	SI_T4 JUN_T1 ZI_T3 TANG_T1
重结晶	ZHONG_T4 JIE_T2 JING_T1
重组人胰岛素	CHONG_T2 ZU_T3 REN_T2 YI_T2 DAO_T3 SU_T4
舌痛	SHE_T2 TONG_T4
环己胺	HUAN_T2 JI_T3 AN_T4
太溪穴	TAI_T4 XI_T1 XUE_T4
子宫粘连	ZI_T3 GONG_T1 ZHAN_T1 LIAN_T2
沙鼠	SHA_T1 SHU_T3
血管性水肿	XUE_T4 GUAN_T3 XING_T4 SHUI_T2 ZHONG_T3
荧光探针	YING_T2 GUANG_T1 TAN_T4 ZHEN_T1
唇癌	CHUN_T2 AI_T2
煅牡蛎	DUAN_T4 MU_T3 LI_T4
张元素	ZHANG_T1 YUAN_T2 SU_T4
真菌孢子	ZHEN_T1 JUN_T1 BAO_T1 ZI_T0
心搏停止	
盐酸苯乙双胍	
埃可病毒	
冲击伤	
注射用水	ZHU_T4 SHE_T4 YONG_T4 SHUI_T3
肠外瘘	CHANG_T2 WAI_T4 LOU_T4
复性	FU_T4 XING_T4
肺肾阴虚	FEI_T4 SHEN_T4 YIN_T1 XU_T1
网状组织	
少府	SHAO_T4 FU_T3
异卵双生	YI_T4 LUAN_T3 SHUANG_T1 SHENG_T1
多发性脑梗塞	DUO_T1 FA_T4 XING_T4 NAO_T2 GENG_T3 SAI_T4
布氏杆菌	BU_T4 SHI_T4 GAN_T3 JUN_T1
丙氧氨酚片	
食腐动物	
定向障碍	DING_T4 XIANG_T4 ZHANG_T4 AI_T4
输精管结扎术	
肾气丸	SHEN_T4 QI_T4 WAN_T2
胸腺肽	XIONG_T1 XIAN_T4 TAI_T4
醒脾开胃颗粒	XING_T3 PI_T2 KAI_T1 WEI_T4 KE_T1 LI_T4
紧张症	JIN_T3 ZHANG_T1 ZHENG_T4
吸虫	XI_T1 CHONG_T2
泼尼松	PO_T1 NI_T2 SONG_T1
细胞毒	
白破	BAI_T2 PO_T4
冻原	DONG_T4 YUAN_T2
大隐静脉曲张	DA_T4 YIN_T3 JING_T4 MAI_T4 QU_T3 ZHANG_T1
五氯酚钠	
舌骨骨折	
丹参注射液	DAN_T1 SHEN_T1 ZHU_T4 SHE_T4 YE_T4
乳腺纤维腺瘤	RU_T3 XIAN_T4 XIAN_T1 WEI_T2 XIAN_T4 LIU_T2
劈刀	PI_T1 DAO_T1
气功疗法	QI_T4 GONG_T1 LIAO_T2 FA_T3
他克莫司	TA_T1 KE_T4 MO_T4 SI_T1
涩肠止泻	SE_T4 CHANG_T2 ZHI_T3 XIE_T4
胼胝体	PIAN_T2 ZHI_T1 TI_T3
固定桥	GU_T4 DING_T4 QIAO_T2
三级结构	SAN_T1 JI_T2 JIE_T2 GOU_T4
气性坏疽	QI_T4 XING_T4 HUAI_T4 JU_T1
脑膜刺激征	NAO_T3 MO_T2 CI_T4 JI_T1 ZHENG_T1
照海	ZHAO_T4 HAI_T3
白血病病毒	
调质	DIAO_T4 ZHI_T4
肠系膜上动脉	
下肢深静脉血栓形成	XIA_T4 ZHI_T1 SHEN_T1 JING_T4 MAI_T4 XUE_T4 SHUAN_T1 XING_T2 CHENG_T2
种牛痘	ZHONG_T4 NIU_T2 DOU_T4
临床药理学	
颈椎半脱位	
手阳明大肠经	SHOU_T3 YANG_T2 MING_T2 DA_T4 CHANG_T2 JING_T1
甲硝唑片	JIA_T3 XIAO_T1 ZUO_T4 PIAN_T4
呋喃妥因	FU_T1 NAN_T2 TUO_T3 YIN_T1
牙色	YA_T2 SE_T4
黑头粉刺	
复方阿米三嗪片	
结节性	JIE_T2 JIE_T2 XING_T4
五行相生相克	
肌膜	JI_T1 MO_T2
小耳畸形	XIAO_T2 ER_T3 JI_T1 XING_T2
鼻腔异物	BI_T2 QIANG_T1 YI_T4 WU_T4
闭孔	BI_T4 KONG_T3
有效氯	YOU_T3 XIAO_T4 LV_T4
运动中枢	
泛酸钙	FAN_T4 SUAN_T1 GAI_T4
太平惠民和剂局方	
心火上炎	
控释制剂	KONG_T4 SHI_T4 ZHI_T4 JI_T4
下木	XIA_T4 MU_T4
拉沙热	
细胞融合	XI_T4 BAO_T1 RONG_T2 HE_T2
复合剂	
脑桥	NAO_T3 QIAO_T2
头肌	TOU_T2 JI_T1
磷霉素	LIN_T2 MEI_T2 SU_T4
多发性肌炎	DUO_T1 FA_T1 XING_T4 JI_T1 YAN_T2
阵发性室上性心动过速	ZHEN_T4 FA_T4 XING_T4 SHI_T4 SHANG_T4 XING_T4 XIN_T1 DONG_T4 GUO_T4 SU_T4
复方甘草合剂	FU_T4 FANG_T1 GAN_T1 CAO_T3 HE_T2 JI_T4
虚寒症	XU_T1 HAN_T2 ZHENG_T4
腮腺炎疫苗	SAI_T1 XIAN_T4 YAN_T2 YI_T4 MIAO_T2
肺炎双球菌	FEI_T4 YAN_T2 SHUANG_T1 QIU_T2 JUN_T1
胸腔闭式引流术	
肠道寄生虫病	CHANG_T2 DAO_T4 JI_T4 SHENG_T1 CHONG_T2 BING_T4
谷甾醇	
螺旋霉素	LUO_T2 XUAN_T2 MEI_T2 SU_T4
化性	HUA_T4 XING_T4
醒脑静	XING_T2 NAO_T3 JING_T4
姜半夏	JIANG_T1 BAN_T4 XIA_T4
甘精胰岛素	GAN_T1 JING_T1 YI_T2 DAO_T3 SU_T4
传染性单核细胞增多症	CHUAN_T2 RAN_T3 XING_T4 DAN_T1 HE_T2 XI_T4 BAO_T1 ZENG_T1 DUO_T1 ZHENG_T4
跖趾关节	ZHI_T2 ZHI_T3 GUAN_T1 JIE_T2
口炎清颗粒	KOU_T3 YAN_T2 QING_T1 KE_T1 LI_T4
硬胶囊剂	
桑菊感冒片	SANG_T1 JU_T2 GAN_T3 MO_T4 PIAN_T1
红霉素眼膏	HONG_T2 MEI_T2 SU_T4 YAN_T3 GAO_T1
大力补	DA_T4 LI_T4 BU_T3
梁智仁	
浮游物	
宝宝乐	BAO_T2 BAO_T3 LE_T4
妊娠合并心脏病	REN_T4 SHEN_T1 HE_T2 BING_T4 XIN_T1 ZANG_T4 BING_T4
卫生统计学	WEI_T4 SHENG_T1 TONG_T3 JI_T4 XUE_T2
脂褐素	
热毒宁注射液	RE_T4 DU_T2 NING_T4 ZHU_T4 SHE_T4 YE_T4
骨折不愈合	
神经鞘瘤	SHEN_T2 JING_T1 QIAO_T4 LIU_T2
慢性泪囊炎	MAN_T4 XING_T4 LEI_T4 NANG_T2 YAN_T2
大陵	DA_T4 LING_T2
鼻炎康片	BI_T2 YAN_T2 KANG_T1 PIAN_T4
盐酸肾上腺素注射液	
赛庚啶	SAI_T4 GENG_T1 DING_T4
瘤胃	LIU_T2 WEI_T4
男性尿道	
病毒性肠炎	BING_T4 DU_T2 XING_T4 CHANG_T2 YAN_T2
代谢性骨病	
枸杞多糖	
藿香正气散	HUO_T4 XIANG_T1 ZHENG_T4 QI_T4 SAN_T3
肺痈	FEI_T4 YONG_T1
舞蹈病	WU_T2 DAO_T3 BING_T4
亮丙瑞林	LIANG_T4 BING_T3 RUI_T4 LIN_T2
胆汁反流性胃炎	DAN_T3 ZHI_T1 FAN_T3 LIU_T2 XING_T4 WEI_T4 YAN_T2
透明层	TOU_T4 MING_T2 CENG_T2
依那普利	YI_T1 NA_T4 PU_T3 LI_T4
猫抓病	MAO_T1 ZHUA_T1 BING_T4
蚕砂	CAN_T2 SHA_T1
河豚毒	HE_T2 TUN_T2 DU_T2
旱生植物	
胆道梗阻	DAN_T3 DAO_T4 GENG_T2 ZU_T3
智齿冠周炎	ZHI_T4 CHI_T3 GUAN_T4 ZHOU_T1 YAN_T2
尼莫地平	NI_T2 MO_T4 DI_T4 PING_T2
石关	SHI_T2 GUAN_T1
医宗金鉴	YI_T1 ZONG_T1 JIN_T1 JIAN_T4
小儿咳喘灵颗粒	XIAO_T3 ER_T2 KE_T2 CHUAN_T3 LING_T2 KE_T1 LI_T4
婚姻治疗	HUN_T1 YIN_T1 ZHI_T4 LIAO_T2
湿症	SHI_T1 ZHENG_T4
表达载体	BIAO_T3 DA_T2 ZAI_T4 TI_T3
陈维昭	CHEN_T2 WEI_T2 ZHAO_T1
转染	ZHUAN_T2 RAN_T3
移植排斥	
鞍区	
黄斑出血	
肛门狭窄	GANG_T1 MEN_T2 XIA_T2 ZHAI_T3
局部麻醉药	
随时消毒	
包皮龟头炎	BAO_T1 PI_T2 GUI_T1 TOU_T2 YAN_T2
艾滋病初筛实验室	
内闭外脱	
张力性气胸	ZHANG_T1 LI_T4 XING_T4 QI_T4 XIONG_T1
瑞贝克	RUI_T4 BEI_T4 KE_T4
潘佩璆	PAN_T1 PEI_T4 QIU_T2
骨皮质	GU_T3 PI_T2 ZHI_T4
缺血性心肌病	QUE_T1 XUE_T4 XING_T4 XIN_T1 JI_T1 BING_T4
体节	TI_T3 JIE_T2
阿卡波糖片	A_T1 KA_T3 BO_T1 TANG_T2 PIAN_T4
二氧化碳激光器	
军团菌病	
广金钱草	GUANG_T3 JIN_T1 QIAN_T2 CAO_T3
肌强直	
感染性发热	
骨蒸潮热	GU_T3 ZHENG_T1 CHAO_T2 RE_T4
水谷精微	
细菌性肠炎	XI_T4 JUN_T1 XING_T4 CHANG_T2 YAN_T2
阳陵泉	YANG_T2 LING_T2 QUAN_T2
梅尼埃病	MEI_T2 NI_T2 AI_T1 BING_T4
一次性使用导尿管	
暗适应	AN_T4 SHI_T4 YING_T4
结构单元	
气管插管术	
牙骨质	YA_T2 GU_T3 ZHI_T4
自然杀伤细胞	
硫酸特布他林	LIU_T2 SUAN_T1 TE_T4 BU_T4 TA_T1 LIN_T2
功能性腹泻	GONG_T1 NENG_T2 XING_T4 FU_T4 XIE_T4
